"","DataZone2011Code","AGE0","AGE1","AGE2","AGE3","AGE4","AGE5","AGE6","AGE7","AGE8","AGE9","AGE10","AGE11","AGE12","AGE13","AGE14","AGE15","AGE16","AGE17","AGE18","AGE19","AGE20","AGE21","AGE22","AGE23","AGE24","AGE25","AGE26","AGE27","AGE28","AGE29","AGE30","AGE31","AGE32","AGE33","AGE34","AGE35","AGE36","AGE37","AGE38","AGE39","AGE40","AGE41","AGE42","AGE43","AGE44","AGE45","AGE46","AGE47","AGE48","AGE49","AGE50","AGE51","AGE52","AGE53","AGE54","AGE55","AGE56","AGE57","AGE58","AGE59","AGE60","AGE61","AGE62","AGE63","AGE64","AGE65","AGE66","AGE67","AGE68","AGE69","AGE70","AGE71","AGE72","AGE73","AGE74","AGE75","AGE76","AGE77","AGE78","AGE79","AGE80","AGE81","AGE82","AGE83","AGE84","AGE85","AGE86","AGE87","AGE88","AGE89","AGE90"
"4222","S01010727",6,6,5,3,7,8,8,3,7,7,16,5,13,8,9,5,6,7,8,9,5,6,4,4,9,6,4,7,5,2,3,4,4,4,4,4,4,3,5,7,8,13,11,11,15,14,9,20,6,17,8,6,10,13,9,7,7,6,15,12,8,6,12,15,11,7,12,13,9,6,17,13,6,4,10,4,4,5,4,2,3,3,2,1,2,2,0,1,1,1,4
"4223","S01010728",2,3,6,2,10,5,5,8,6,4,12,9,6,12,9,6,11,10,7,5,4,2,3,2,4,3,1,2,4,6,3,2,0,3,5,2,9,3,3,8,11,15,10,7,12,11,9,13,17,12,10,15,10,5,8,11,8,9,10,11,5,4,8,6,5,5,12,14,4,6,12,8,5,6,6,7,2,5,6,3,3,3,2,1,4,1,0,0,0,0,2
"4224","S01010729",1,3,4,5,7,6,6,10,12,12,10,10,7,11,7,9,5,13,6,7,12,5,9,4,1,2,3,8,5,1,1,2,11,5,8,6,5,7,10,15,13,9,6,11,14,10,9,14,11,21,14,9,11,13,11,9,15,15,15,14,19,9,14,10,10,14,9,13,7,20,13,7,6,3,7,8,1,3,2,2,6,3,1,3,0,2,3,0,2,2,0
"4225","S01010730",4,10,13,5,13,7,8,8,8,11,6,11,11,9,5,21,7,9,15,13,6,11,7,3,1,2,3,11,2,3,6,5,4,6,6,10,6,6,15,3,9,10,16,7,8,8,14,15,12,19,14,21,14,13,17,22,23,12,9,16,12,22,12,20,16,16,24,11,9,13,8,11,5,10,8,6,6,2,5,6,5,3,3,3,6,0,2,2,3,0,5
"4226","S01010731",7,5,10,7,10,10,14,8,3,7,15,9,14,9,10,11,8,8,11,16,5,3,9,5,5,6,7,8,6,4,4,3,9,6,6,4,11,9,11,5,13,10,14,17,11,15,13,26,22,10,22,18,13,19,18,13,15,14,19,18,14,16,16,18,16,11,13,13,8,6,13,8,10,10,11,10,4,7,7,1,6,3,3,2,1,1,3,4,4,1,14
"4227","S01010732",10,9,6,15,15,17,7,17,2,13,10,9,7,13,12,4,12,16,10,15,15,7,16,3,7,8,13,12,8,6,11,6,11,6,7,11,10,7,8,16,8,15,9,13,10,8,15,5,10,9,6,14,8,7,12,10,12,16,15,14,23,12,7,14,14,11,16,4,3,12,8,5,8,7,6,6,4,6,4,3,3,1,2,2,1,0,1,1,0,1,0
"4228","S01010733",6,5,10,13,9,9,4,15,8,5,6,3,13,4,8,4,10,6,7,6,7,3,3,5,2,3,3,2,9,4,6,9,7,11,5,3,3,6,7,12,4,5,7,4,8,9,5,12,7,7,6,7,7,16,12,13,7,5,11,5,6,7,7,5,4,4,7,4,4,4,9,4,3,3,2,4,3,0,1,1,2,2,2,1,2,2,0,0,1,0,0
"4229","S01010734",12,10,10,17,15,15,11,12,15,8,11,18,15,15,14,19,7,9,22,21,9,17,15,22,10,7,7,18,10,3,8,9,7,15,5,9,22,8,7,15,14,14,10,13,12,15,24,15,12,15,17,7,13,9,9,8,5,12,13,8,12,12,9,5,5,13,10,6,7,7,7,6,3,5,5,7,8,5,10,5,6,3,0,5,2,0,0,4,2,3,9
"4230","S01010735",19,15,10,14,19,14,12,9,14,9,10,12,7,7,9,12,9,10,1,3,8,6,12,10,7,11,14,14,10,15,19,9,8,6,19,3,14,17,6,8,3,4,2,5,9,9,10,10,7,10,9,10,7,3,7,9,6,7,6,3,4,8,5,5,5,7,4,7,4,3,4,4,1,1,1,3,1,0,1,2,2,2,0,1,0,0,0,1,0,0,0
"4231","S01010736",5,8,3,3,7,7,2,5,6,5,5,6,6,4,5,6,8,4,10,3,1,3,5,0,4,4,9,4,11,6,4,9,10,6,6,5,5,2,8,5,11,7,4,5,9,7,6,5,2,4,2,7,6,5,7,7,8,3,11,4,8,12,7,9,10,13,14,8,5,12,11,5,10,7,5,6,4,1,2,4,3,1,2,1,1,2,0,1,1,1,2
"4232","S01010737",13,17,4,8,8,9,7,13,9,6,13,7,13,11,13,11,10,9,9,11,11,14,9,6,12,10,18,9,13,0,9,7,2,11,13,12,9,19,8,5,21,19,16,14,18,21,14,8,9,19,15,25,13,16,14,9,8,15,16,15,19,18,15,25,20,13,10,7,11,22,14,18,17,24,18,12,17,4,2,8,5,9,7,7,8,5,2,5,3,2,7
"4233","S01010738",6,6,4,4,6,6,8,2,4,2,8,7,3,1,8,7,6,8,4,7,0,4,6,7,9,2,9,6,8,13,4,1,5,6,4,5,6,8,4,3,6,10,10,9,8,8,8,7,9,7,7,6,6,10,9,7,9,5,9,3,7,11,12,8,11,7,13,8,14,10,4,5,11,3,5,5,5,8,3,4,5,4,4,3,1,1,1,1,2,1,1
"4234","S01010739",4,15,7,14,9,9,11,17,10,12,7,8,4,12,12,13,10,9,11,14,5,6,6,10,10,5,10,8,15,7,12,11,16,16,12,13,11,15,11,18,17,19,11,10,12,15,10,9,11,11,11,5,7,6,12,12,9,14,12,9,12,12,12,13,13,11,15,12,7,8,10,6,7,8,9,7,5,5,3,12,1,5,1,6,4,3,0,1,2,1,2
"4235","S01010740",6,4,12,16,11,7,3,5,6,4,8,10,8,6,8,3,11,7,6,5,8,3,3,10,10,10,3,6,8,4,3,4,7,5,7,2,10,8,4,2,3,3,3,7,4,9,10,7,6,6,7,6,10,9,5,8,10,10,8,5,4,4,9,5,5,4,6,3,7,6,5,5,3,5,3,9,2,0,3,6,1,5,1,2,0,0,0,1,0,0,1
"4236","S01010741",9,4,10,6,10,6,10,7,9,5,4,5,9,4,7,9,10,7,9,4,3,4,2,7,3,6,12,4,9,6,5,11,8,6,6,8,8,4,2,6,6,6,7,8,9,8,9,10,14,9,5,13,5,12,13,8,11,13,13,5,10,8,9,13,4,10,8,5,9,5,12,9,8,6,12,8,5,5,5,3,6,6,5,3,3,5,2,3,2,3,10
"4237","S01010742",5,10,12,16,14,7,8,5,4,8,10,6,12,13,12,14,12,2,14,7,9,6,12,11,10,10,7,10,16,22,5,10,10,4,10,7,13,11,7,14,13,10,8,13,7,3,10,9,16,10,15,9,12,6,6,5,7,8,3,4,3,7,5,5,7,10,9,8,6,5,11,8,10,5,7,8,6,9,10,4,2,4,4,2,4,1,1,1,0,0,7
"4238","S01010743",8,8,6,9,15,10,14,9,13,12,11,14,13,13,19,18,14,15,17,15,12,11,8,7,4,5,7,8,7,10,7,7,15,4,13,7,5,10,12,12,6,9,9,3,12,7,10,9,8,13,13,14,6,11,12,6,11,5,1,5,10,6,7,5,5,13,4,8,5,7,3,4,6,5,5,4,1,1,6,3,4,0,1,0,3,3,1,0,2,0,1
"4239","S01010744",9,4,17,13,8,13,17,15,11,9,6,10,13,10,15,10,9,20,22,8,10,12,15,9,4,12,5,13,14,10,16,12,9,14,12,10,10,12,18,11,13,17,8,13,6,16,16,13,10,13,15,24,16,14,14,15,22,13,16,12,19,9,15,21,11,21,12,16,10,16,17,6,7,17,19,14,10,6,9,9,10,7,1,6,5,2,3,5,6,2,23
"4240","S01010745",9,6,6,1,9,5,7,4,5,6,4,5,0,5,4,8,4,3,2,7,10,2,17,13,15,11,1,4,10,7,8,5,6,5,4,11,2,8,7,1,6,5,6,6,11,10,9,9,13,11,6,7,8,7,9,10,7,11,10,8,11,13,10,11,4,8,9,5,8,4,9,8,7,15,5,4,10,8,7,8,3,9,2,6,4,5,2,1,0,2,1
"4241","S01010746",10,12,6,12,1,8,9,8,6,18,15,7,9,10,16,9,11,9,12,16,12,8,5,11,4,7,12,12,7,10,8,14,10,7,15,9,15,9,21,9,17,12,14,9,14,21,15,8,20,18,14,12,16,17,12,14,16,12,17,17,11,13,11,18,19,17,21,11,10,9,14,13,15,7,5,11,10,6,7,7,5,5,5,6,1,2,3,4,1,0,1
"4242","S01010747",12,10,4,11,9,14,11,10,4,16,7,10,15,12,11,11,14,15,13,9,17,10,7,14,11,13,7,7,2,1,7,6,8,8,11,9,7,8,15,5,12,6,16,18,13,11,10,10,11,11,12,12,10,11,17,12,11,8,8,10,19,16,14,15,16,11,14,12,18,12,10,8,7,8,5,3,4,5,5,6,0,4,2,2,1,2,4,2,0,1,1
"4243","S01010748",5,4,4,5,12,7,8,5,2,8,5,6,3,8,9,5,13,4,12,6,2,6,4,2,6,0,6,1,5,8,6,4,9,11,9,5,5,6,3,8,10,5,7,4,4,8,0,8,5,11,10,23,18,12,10,12,8,13,12,13,12,9,11,16,16,15,12,8,16,12,9,6,5,8,9,7,11,4,5,5,3,5,2,2,1,2,2,2,1,0,3
"4244","S01010749",1,5,8,5,6,8,7,13,7,10,10,5,5,5,6,6,5,9,4,7,2,6,6,3,3,2,2,3,2,4,1,6,12,5,9,7,5,7,5,1,5,10,14,10,11,13,10,7,7,9,8,5,13,8,10,6,9,8,10,9,15,15,9,14,13,12,12,11,12,9,8,5,5,8,5,7,5,7,4,2,2,4,6,2,1,3,0,2,2,2,2
"4245","S01010750",4,6,5,11,8,5,9,7,4,7,4,7,8,4,2,5,3,5,1,1,7,5,1,2,0,2,5,4,3,6,4,4,10,5,4,7,7,4,4,7,4,5,8,8,14,8,8,1,10,11,7,3,13,4,7,10,6,8,9,10,13,15,11,9,12,23,20,10,16,14,19,8,12,18,5,8,8,6,4,9,6,2,4,4,0,2,2,0,3,1,3
"4246","S01010751",11,19,12,20,9,11,6,9,12,14,10,8,8,10,7,12,14,9,5,11,7,14,6,10,4,9,11,7,7,10,7,7,2,2,6,9,7,8,3,4,13,9,13,11,16,7,12,11,7,12,10,4,11,12,6,10,14,13,14,13,5,11,11,16,10,7,8,8,10,4,9,6,12,4,5,6,3,2,3,3,5,5,4,4,0,3,3,2,3,0,7
"4247","S01010752",9,11,12,14,12,17,12,9,16,6,14,10,14,9,8,6,17,9,6,7,6,4,11,5,11,16,11,12,9,11,16,3,11,13,9,13,15,9,13,9,10,13,15,11,14,10,8,6,10,2,8,5,15,14,10,10,12,12,2,11,10,11,10,6,14,5,11,2,5,9,8,7,9,6,3,3,4,3,5,3,1,3,2,1,2,4,1,1,2,1,6
"4248","S01010753",13,26,18,4,11,25,22,20,18,13,12,14,14,17,8,17,14,18,17,20,10,14,12,14,17,7,18,11,14,12,19,9,13,12,17,17,8,13,10,15,11,10,10,15,15,14,12,19,23,16,17,12,12,22,17,17,8,11,10,18,17,8,14,12,18,14,21,9,6,7,9,9,10,8,4,5,8,5,3,5,2,2,1,2,2,0,2,0,1,2,4
"4249","S01010754",10,4,7,9,5,10,6,7,4,8,11,7,4,7,7,3,4,6,3,10,9,10,9,9,9,9,21,8,10,7,8,10,9,2,8,6,3,8,4,6,4,10,2,10,3,4,10,2,2,14,12,5,6,7,17,4,13,6,13,19,10,9,9,11,10,9,7,3,10,11,4,2,3,3,7,6,5,7,9,6,6,6,9,8,2,5,4,4,6,3,11
"4250","S01010755",11,7,10,5,9,13,5,4,8,6,10,7,5,10,5,9,10,4,5,1,6,8,7,4,11,12,12,3,9,12,6,9,7,10,3,8,4,5,7,6,6,7,7,9,9,10,6,12,8,7,6,7,7,6,10,10,4,7,5,6,10,12,10,14,7,10,13,7,9,9,3,5,14,7,10,6,3,6,8,10,5,2,5,4,3,3,5,4,2,4,13
"4251","S01010756",2,7,3,8,4,10,9,5,8,6,6,9,7,8,4,5,6,9,6,7,6,8,6,0,5,9,9,7,5,6,4,6,3,2,6,10,6,2,3,4,9,6,8,8,11,9,10,16,12,6,13,7,11,9,10,8,10,11,13,7,5,13,10,8,10,16,13,8,8,11,10,11,5,11,2,7,5,6,5,5,4,6,3,5,7,3,4,1,0,1,1
"4252","S01010757",4,4,6,5,9,6,5,5,7,7,9,6,3,3,13,5,7,2,9,3,3,8,0,8,3,4,1,5,5,4,4,6,6,5,8,8,8,10,8,4,7,6,3,7,9,10,12,11,21,12,11,17,13,20,11,9,14,17,27,12,8,16,16,14,8,17,19,22,14,17,12,7,10,9,11,8,9,9,8,6,12,10,6,5,6,4,2,1,2,5,4
"4253","S01010758",6,5,4,1,8,1,3,6,4,4,7,5,10,12,10,9,11,8,7,7,8,10,4,1,2,7,5,8,10,5,5,3,8,7,4,0,9,11,4,9,4,10,5,10,6,13,10,7,12,13,14,9,8,10,11,9,13,7,9,7,11,11,14,16,15,15,10,8,8,13,8,8,5,12,15,14,8,8,3,10,3,6,7,6,4,6,8,3,4,5,15
"4254","S01010759",6,8,7,6,9,4,6,8,6,6,4,4,8,5,13,12,10,12,2,9,10,11,2,3,5,7,4,4,5,7,6,11,9,7,12,12,10,5,8,5,7,6,12,10,7,9,6,8,9,3,7,6,8,12,6,10,11,8,5,8,5,4,10,5,11,5,4,5,7,9,7,8,6,5,5,12,4,6,6,8,4,4,5,1,2,6,0,1,2,1,6
"4255","S01010760",7,5,4,6,4,5,7,5,5,2,3,7,3,5,7,3,3,5,4,4,6,3,3,5,4,5,7,8,5,8,4,3,8,5,10,7,4,5,7,5,4,4,6,5,0,6,11,2,8,3,5,11,10,6,5,6,6,9,13,16,5,10,10,5,10,16,10,11,10,13,11,15,7,9,6,8,6,11,7,15,10,11,6,13,10,5,7,6,4,4,26
"4256","S01010761",4,3,3,4,3,3,4,8,4,8,4,7,7,3,7,6,12,9,5,5,3,5,6,2,6,7,3,0,5,7,9,0,1,4,3,5,3,3,6,0,8,7,10,5,9,4,18,6,9,7,10,6,8,8,12,7,20,10,8,4,5,9,7,9,5,13,9,12,7,12,8,4,5,5,4,6,10,5,1,3,3,4,2,5,1,4,2,0,2,2,0
"4257","S01010762",5,1,7,5,6,2,6,6,9,5,2,7,6,10,13,13,3,8,9,4,6,7,3,2,3,4,3,2,3,1,3,4,4,3,5,7,10,11,9,7,10,4,13,6,7,11,8,14,13,12,19,7,10,10,9,10,12,11,7,5,8,5,11,12,8,8,17,12,6,8,10,9,6,8,7,4,10,7,4,5,7,3,2,8,4,4,6,1,0,3,6
"4258","S01010763",3,5,5,8,3,5,7,4,11,9,3,13,8,9,6,11,8,3,8,8,10,8,9,6,5,2,2,4,5,7,2,8,8,3,6,7,6,4,3,6,7,13,3,9,7,9,7,9,10,11,8,9,18,19,7,6,9,13,8,9,6,18,13,6,8,10,14,11,9,8,8,11,5,6,8,5,7,7,6,5,3,6,2,6,4,2,7,3,3,3,4
"4259","S01010764",2,2,0,7,3,5,4,3,4,6,7,4,7,4,8,4,9,2,7,1,4,6,2,3,2,1,4,1,4,2,4,3,6,3,1,2,0,5,7,2,7,7,7,6,3,8,7,13,6,15,13,12,14,10,10,15,15,16,10,7,11,8,11,4,10,15,18,10,7,12,7,9,13,9,8,10,8,4,6,2,4,6,6,1,8,3,4,3,3,2,8
"4260","S01010765",7,8,10,12,10,7,10,5,13,2,10,7,5,5,16,14,23,11,6,9,2,7,10,5,5,6,5,15,15,5,3,7,2,2,12,3,7,7,11,7,14,13,10,11,11,10,8,13,19,9,16,16,12,24,19,21,22,17,18,13,23,16,12,14,21,27,22,15,23,24,19,15,13,9,11,16,6,13,11,5,13,8,6,7,7,3,3,3,2,3,5
"4261","S01010766",3,7,10,10,9,9,7,5,10,2,13,10,8,8,9,8,9,17,8,10,4,2,7,12,4,10,10,2,7,3,7,6,8,10,5,3,3,3,5,10,9,11,8,8,13,10,17,14,10,10,7,7,10,20,15,12,16,8,8,11,13,18,10,17,12,20,8,8,12,9,8,8,15,6,9,16,9,8,5,9,4,4,9,8,3,4,3,7,1,4,9
"4262","S01010767",5,10,2,5,6,9,15,10,7,8,6,9,2,6,8,5,12,8,6,7,6,7,6,10,5,7,16,4,1,0,5,7,13,8,6,8,4,2,6,5,2,8,9,7,10,6,15,13,11,5,12,11,14,12,8,9,15,7,6,8,15,14,7,7,7,17,16,4,15,13,9,9,16,9,8,6,2,6,6,7,4,7,4,3,8,1,4,2,1,0,7
"4263","S01010768",3,8,11,6,7,8,3,12,1,2,2,6,7,6,1,6,6,5,11,3,5,1,4,9,5,10,8,1,4,4,6,8,1,6,7,8,2,2,7,5,5,2,11,4,14,5,6,13,6,3,5,6,6,3,6,8,11,4,9,5,10,5,7,6,12,7,11,9,6,11,14,10,8,9,12,9,7,1,7,4,5,6,4,7,3,2,5,5,4,0,11
"4264","S01010769",3,2,1,2,5,3,4,3,5,1,6,3,2,4,3,4,9,4,6,4,9,6,1,1,7,10,4,3,7,2,2,4,3,5,2,4,5,6,0,2,2,2,3,5,6,6,7,12,5,6,7,6,12,18,13,9,13,12,12,10,11,9,16,8,9,9,16,9,4,10,13,13,4,3,8,2,8,4,2,3,6,3,0,4,2,1,2,1,0,2,4
"4265","S01010770",4,9,6,5,13,9,11,4,9,9,5,8,13,12,8,16,11,8,9,14,5,17,5,8,9,6,9,8,4,3,11,8,5,8,10,7,11,5,7,10,11,8,7,5,10,12,12,13,20,13,12,17,10,13,19,17,18,11,4,21,10,14,18,10,19,14,10,13,8,12,10,5,7,13,2,9,7,6,7,7,2,9,8,3,7,1,2,4,6,1,12
"4266","S01010771",5,4,6,7,4,5,7,7,8,4,7,12,7,8,11,5,8,10,8,5,6,1,3,2,7,2,12,6,3,5,9,6,10,7,7,3,3,6,8,6,6,6,11,9,8,18,14,16,16,18,16,21,12,18,20,15,8,11,12,15,15,20,12,11,17,16,19,14,16,14,9,10,18,17,11,7,13,8,8,15,11,10,7,7,6,5,5,7,3,3,6
"4267","S01010772",5,3,5,5,8,3,4,2,8,7,6,0,5,3,4,4,5,8,8,8,4,7,1,9,4,10,5,4,4,4,4,1,7,6,8,5,8,7,5,2,10,6,9,12,12,14,13,9,6,23,19,12,25,9,17,14,11,12,16,9,18,17,10,17,22,12,20,21,11,14,22,10,7,15,15,7,10,6,4,6,5,4,4,3,7,0,3,6,2,1,14
"4268","S01010773",3,6,5,9,12,5,9,10,7,8,8,10,5,6,6,7,11,7,3,4,2,2,3,6,5,6,4,13,5,7,5,7,9,6,4,3,4,7,9,10,6,12,9,8,11,11,14,10,17,18,18,8,16,6,23,13,14,10,16,11,13,12,21,17,19,9,17,16,16,17,7,13,12,10,7,4,9,7,4,3,2,8,3,5,1,3,1,4,1,1,4
"4269","S01010774",2,10,4,8,7,8,12,6,4,7,6,13,6,7,9,2,11,6,5,7,12,3,4,11,4,4,10,2,10,3,1,7,7,4,6,4,5,4,2,11,11,2,5,8,17,8,8,13,8,13,8,11,6,10,18,16,9,9,9,12,12,15,14,11,13,16,16,11,11,13,8,3,7,8,4,11,4,7,4,3,1,2,1,5,7,5,3,0,2,2,7
"4270","S01010775",11,5,12,3,7,9,5,5,7,8,13,9,5,8,4,6,9,7,3,5,9,0,5,5,11,8,8,5,2,7,7,8,13,7,8,4,6,4,11,15,12,13,10,10,9,12,13,13,7,10,11,18,6,10,3,13,12,10,15,8,6,4,12,10,9,11,8,8,9,7,4,4,6,4,1,10,4,4,4,5,3,2,7,1,1,1,0,1,1,0,2
"4271","S01010776",8,11,5,6,6,9,4,6,6,3,4,6,5,10,5,4,9,8,0,4,14,6,6,7,8,7,7,7,9,8,9,4,14,10,9,8,5,6,5,9,5,8,3,17,5,2,5,4,9,10,8,4,8,6,5,9,6,2,8,12,5,7,5,7,11,12,7,6,3,3,5,3,4,4,3,6,11,9,7,1,3,1,4,3,3,1,1,2,2,0,4
"4272","S01010777",3,3,6,5,8,5,5,6,7,5,4,3,3,2,5,2,5,6,7,3,8,12,8,7,6,5,6,11,5,8,5,5,4,7,7,1,1,3,8,12,4,6,3,7,2,6,6,6,9,6,4,6,6,7,9,6,15,7,5,12,7,8,4,11,10,9,9,5,6,6,0,5,4,7,10,4,6,2,10,4,4,4,3,4,3,4,4,6,0,4,7
"4273","S01010778",12,11,10,9,4,6,9,6,5,6,7,5,11,5,6,2,9,10,11,12,13,14,12,8,6,5,13,8,10,13,8,11,9,7,4,3,6,7,1,5,3,8,8,5,6,14,6,6,3,6,8,9,10,6,3,10,2,5,6,6,3,5,5,8,6,3,3,3,4,0,1,2,2,5,1,1,3,3,1,2,0,3,0,0,0,0,0,1,0,0,1
"4274","S01010779",13,9,12,5,6,8,9,12,4,9,12,7,15,11,10,11,7,13,2,15,17,11,8,12,14,15,10,11,14,15,8,9,3,4,8,3,5,8,2,7,11,10,8,8,10,10,10,14,10,13,11,11,6,17,9,16,9,12,4,6,10,6,5,4,10,7,15,5,7,8,11,9,11,6,7,7,8,4,3,6,3,1,4,3,1,1,3,1,1,2,5
"4275","S01010780",2,6,8,6,7,3,5,6,7,5,5,4,3,4,7,6,6,11,8,3,4,4,6,5,3,6,6,3,4,10,6,4,6,6,2,8,4,6,3,7,7,11,6,9,4,8,10,4,11,9,14,12,7,7,6,10,11,7,14,9,7,4,6,8,10,4,13,6,7,5,9,5,6,4,8,6,5,7,10,2,3,3,2,8,2,6,3,3,1,0,6
"4276","S01010781",4,10,6,12,2,10,8,11,9,12,4,4,11,8,9,15,8,9,9,7,8,10,10,11,13,8,6,9,8,9,1,15,17,4,16,8,7,13,10,5,5,9,11,8,13,12,10,18,15,9,13,7,19,14,10,11,14,13,10,5,7,8,7,10,15,13,14,6,7,7,11,8,6,8,8,5,4,3,5,8,4,4,1,1,3,4,0,1,0,1,3
"4277","S01010782",6,11,5,2,7,11,4,14,3,5,9,3,9,6,6,6,3,11,5,10,13,6,10,10,13,10,10,5,4,10,14,9,6,6,6,4,5,6,8,1,6,10,14,2,9,3,2,13,14,8,2,15,7,8,11,12,13,8,4,12,6,2,4,9,11,14,9,2,6,8,8,11,5,7,4,3,5,5,7,5,8,5,4,4,3,6,2,4,3,3,8
"4278","S01010783",14,9,11,2,7,7,6,7,5,5,4,6,2,5,4,6,3,6,3,10,13,8,7,15,7,16,6,5,5,6,6,4,8,10,6,5,10,3,1,7,6,3,6,8,11,11,7,5,12,12,9,5,6,5,5,14,6,8,8,12,7,5,6,3,2,3,9,5,5,6,6,7,8,5,7,6,2,4,5,8,2,8,3,1,1,1,2,1,0,0,5
"4279","S01010784",8,10,7,14,12,14,9,5,8,15,7,10,15,7,10,6,6,8,14,13,7,4,8,13,11,9,9,10,16,6,10,14,5,9,5,6,9,4,9,6,10,6,12,10,9,13,14,17,16,8,2,8,7,5,11,9,9,12,7,5,7,8,12,5,8,7,6,10,6,2,6,3,10,0,4,5,2,1,9,3,4,1,7,3,6,3,1,1,3,0,3
"4280","S01010785",3,5,7,3,4,10,8,7,5,7,6,5,9,5,8,6,4,13,8,7,5,7,4,4,7,9,6,7,7,3,6,8,6,6,4,6,9,5,10,5,8,8,8,6,5,11,13,18,6,17,9,5,25,9,13,9,17,12,13,16,3,11,7,14,11,12,16,12,4,6,2,11,7,6,12,4,7,7,11,2,2,7,4,2,3,0,2,1,1,3,2
"4281","S01010786",2,10,13,7,3,4,7,4,10,4,18,10,11,7,10,10,13,19,10,12,7,9,2,4,5,1,9,8,4,2,5,8,6,5,8,15,6,8,7,7,4,15,12,16,11,8,14,9,14,11,9,9,7,10,10,10,9,7,13,6,11,12,7,5,11,6,7,6,4,6,6,3,5,7,3,6,4,5,9,2,7,2,5,3,4,5,1,3,1,2,5
"4282","S01010787",5,6,14,10,14,10,16,16,11,15,11,12,11,10,12,6,8,7,10,9,0,4,8,6,6,6,6,3,8,4,10,4,10,9,5,11,11,15,9,10,10,6,14,15,10,13,11,18,18,19,13,15,16,8,16,11,11,16,13,14,11,14,12,15,16,14,20,13,10,13,16,9,5,12,10,8,4,12,12,4,8,9,3,3,8,3,5,2,2,0,3
"4283","S01010788",6,4,6,6,3,8,8,3,9,6,8,4,9,6,5,6,12,10,7,4,11,6,3,6,6,2,2,15,5,9,3,10,10,5,5,6,2,2,3,8,4,7,7,11,5,10,16,13,8,8,17,11,8,15,11,9,13,9,8,9,14,10,6,10,9,10,11,4,6,7,6,8,6,2,5,2,4,4,4,1,4,1,4,4,7,1,5,1,0,1,3
"4284","S01010789",7,11,11,9,9,5,12,10,10,10,5,10,12,6,8,11,11,6,14,10,10,5,5,5,3,10,11,10,10,10,5,1,10,7,10,10,7,14,6,8,8,6,12,9,12,14,4,7,10,11,8,7,18,12,6,10,10,8,5,4,5,5,21,20,9,17,12,16,6,9,7,12,5,12,8,3,3,5,4,5,3,5,1,1,1,0,0,0,2,0,3
"4285","S01010790",6,7,4,6,5,4,4,4,5,7,7,8,6,8,6,6,6,6,4,8,6,7,9,0,4,6,6,6,2,3,11,8,6,9,4,3,6,5,6,3,4,3,8,9,10,20,15,12,12,7,10,9,8,7,5,16,9,10,5,14,11,13,9,5,19,16,14,10,17,11,9,9,4,8,4,8,4,2,3,4,6,6,3,3,6,3,2,3,4,1,3
"4286","S01010791",9,9,2,8,11,8,6,7,6,9,6,9,11,6,6,6,8,5,5,7,6,3,3,3,9,5,3,3,5,9,3,11,11,11,7,9,6,8,15,12,8,6,8,6,6,12,9,17,18,12,7,11,19,12,12,10,11,11,18,17,13,16,10,14,21,12,24,14,14,11,19,10,11,17,7,10,4,4,11,10,4,9,3,4,6,3,0,0,0,3,2
"4287","S01010792",8,7,5,5,7,7,6,5,6,10,8,8,11,6,14,10,5,5,8,9,5,9,5,3,5,11,4,8,6,5,5,4,9,11,12,5,4,14,4,5,6,7,9,4,5,10,4,15,16,10,6,10,5,11,9,11,11,7,5,8,8,5,6,8,6,9,11,12,3,10,7,7,2,6,2,4,5,0,5,5,3,1,1,2,0,4,2,0,2,0,0
"4288","S01010793",10,3,7,7,5,10,7,11,4,11,4,9,9,15,6,4,7,7,8,4,3,3,2,4,3,4,6,2,5,5,3,6,7,2,5,4,6,11,9,5,9,18,13,10,14,8,7,4,15,9,15,19,13,9,14,5,9,11,14,8,9,11,11,8,16,8,8,10,9,15,12,7,9,5,5,6,3,4,3,4,4,3,5,3,3,1,4,3,3,1,1
"4289","S01010794",7,5,9,2,2,11,2,6,6,2,12,7,7,8,15,5,11,9,4,9,9,5,3,4,4,13,6,12,6,9,12,5,6,16,3,6,7,8,4,9,8,4,10,12,21,20,9,7,7,12,15,10,13,6,5,9,8,5,5,5,3,4,5,9,7,6,5,8,7,7,4,7,7,3,4,3,4,2,1,2,4,0,1,0,2,1,1,0,0,0,1
"4290","S01010795",7,6,7,7,9,11,11,14,16,9,2,7,10,3,8,14,7,16,6,9,5,10,6,6,13,10,5,12,10,9,11,6,10,6,10,8,19,8,13,9,10,12,10,9,9,17,16,17,16,18,22,13,18,11,8,18,11,10,25,14,7,13,10,19,14,25,16,11,10,12,20,10,12,17,12,14,6,16,12,9,5,8,7,7,2,2,3,5,4,1,5
"4291","S01010796",8,10,7,7,17,13,6,16,15,11,9,6,12,7,15,11,12,12,7,16,9,5,4,6,2,9,3,6,4,10,5,14,8,12,10,5,9,14,19,16,16,16,15,9,12,7,11,17,22,8,6,19,9,18,21,15,16,16,9,17,13,10,13,10,7,9,15,13,9,12,12,8,11,8,12,5,11,9,3,5,7,3,3,1,4,2,0,0,2,0,2
