"","dz2011","simd2020_inc_rate"
"5448","S01011953",0.04
"5449","S01011954",0.12
"5450","S01011955",0.11
"5451","S01011956",0.03
"5452","S01011957",0.04
"5453","S01011958",0.06
"5454","S01011959",0.09
"5455","S01011960",0.04
"5456","S01011961",0.08
"5457","S01011962",0.02
"5458","S01011963",0.09
"5459","S01011964",0.06
"5460","S01011965",0.04
"5461","S01011966",0.05
"5462","S01011967",0.05
"5463","S01011968",0.04
"5464","S01011969",0.09
"5465","S01011970",0.18
"5466","S01011971",0.07
"5467","S01011972",0.06
"5468","S01011973",0.07
"5469","S01011974",0.05
"5470","S01011975",0.06
"5471","S01011976",0.08
"5472","S01011977",0.11
"5473","S01011978",0.15
"5474","S01011979",0.03
"5475","S01011980",0.06
"5476","S01011981",0.06
"5477","S01011982",0.05
"5478","S01011983",0.06
"5479","S01011984",0.21
"5480","S01011985",0.08
"5481","S01011986",0.28
"5482","S01011987",0.11
"5483","S01011988",0.06
"5484","S01011989",0.06
"5485","S01011990",0.03
"5486","S01011991",0.09
"5487","S01011992",0.05
"5488","S01011993",0.21
"5489","S01011994",0.04
"5490","S01011995",0.02
"5491","S01011996",0.11
"5492","S01011997",0.11
"5493","S01011998",0.02
"5494","S01011999",0.05
"5495","S01012000",0.04
"5496","S01012001",0.09
"5497","S01012002",0.1
"5498","S01012003",0.07
"5499","S01012004",0.08
"5500","S01012005",0.03
"5501","S01012006",0.05
"5502","S01012007",0.08
"5503","S01012008",0.07
"5504","S01012009",0.04
"5505","S01012010",0.04
"5506","S01012011",0.07
"5507","S01012012",0.05
"5508","S01012013",0.05
"5509","S01012014",0.09
"5510","S01012015",0.05
"5511","S01012016",0.05
"5512","S01012017",0.06
"5513","S01012018",0.04
"5514","S01012019",0.03
"5515","S01012020",0.14
"5516","S01012021",0.09
"5517","S01012022",0.1
"5518","S01012023",0.04
"5519","S01012024",0.03
"5520","S01012025",0.08
"5521","S01012026",0.02
"5522","S01012027",0.07
"5523","S01012028",0.02
"5524","S01012029",0.07
"5525","S01012030",0.01
"5526","S01012031",0.02
"5527","S01012032",0.03
"5528","S01012033",0.1
"5529","S01012034",0.12
"5530","S01012035",0.07
"5531","S01012036",0.02
"5532","S01012037",0.19
"5533","S01012038",0.37
"5534","S01012039",0.18
"5535","S01012040",0.06
"5536","S01012041",0.13
"5537","S01012042",0.13
"5538","S01012043",0.29
"5539","S01012044",0.28
"5540","S01012045",0.22
"5541","S01012046",0.27
"5542","S01012047",0.27
"5543","S01012048",0.26
"5544","S01012049",0.15
"5545","S01012050",0.08
"5546","S01012051",0.15
"5547","S01012052",0.14
"5548","S01012053",0.13
"5549","S01012054",0.25
"5550","S01012055",0.18
"5551","S01012056",0.07
"5552","S01012057",0.03
"5553","S01012058",0.05
"5554","S01012059",0.15
"5555","S01012060",0.19
"5556","S01012061",0.07
"5557","S01012062",0.03
"5558","S01012063",0.07
"5559","S01012064",0.39
"5560","S01012065",0.42
"5561","S01012066",0.26
"5562","S01012067",0.48
"5563","S01012068",0.5
"5564","S01012069",0.36
"5565","S01012070",0.32
"5566","S01012071",0.33
"5567","S01012072",0.32
"5568","S01012073",0.08
"5569","S01012074",0.05
"5570","S01012075",0.02
"5571","S01012076",0.12
"5572","S01012077",0.21
"5573","S01012078",0.11
"5574","S01012079",0.24
"5575","S01012080",0.3
"5576","S01012081",0.32
"5577","S01012082",0.27
"5578","S01012083",0.28
"5579","S01012084",0.06
"5580","S01012085",0.09
"5581","S01012086",0.21
"5582","S01012087",0.14
"5583","S01012088",0.06
"5584","S01012089",0.05
"5585","S01012090",0.01
"5586","S01012091",0.04
"5587","S01012092",0.02
"5588","S01012093",0.04
"5589","S01012094",0.03
"5590","S01012095",0.12
"5591","S01012096",0.17
"5592","S01012097",0.16
"5593","S01012098",0.17
"5594","S01012099",0.17
"5595","S01012100",0.21
"5596","S01012101",0.03
"5597","S01012102",0.26
"5598","S01012103",0.09
"5599","S01012104",0.03
"5600","S01012105",0.06
"5601","S01012106",0.03
"5602","S01012107",0.04
"5603","S01012108",0.25
"5604","S01012109",0.25
"5605","S01012110",0.22
"5606","S01012111",0.27
"5607","S01012112",0.13
"5608","S01012113",0.12
"5609","S01012114",0.02
"5610","S01012115",0.09
"5611","S01012116",0.13
"5612","S01012117",0.02
"5613","S01012118",0.03
"5614","S01012119",0.03
"5615","S01012120",0.23
"5616","S01012121",0.2
"5617","S01012122",0.14
"5618","S01012123",0.1
"5619","S01012124",0.09
"5620","S01012125",0.3
"5621","S01012126",0.06
"5622","S01012127",0.13
"5623","S01012128",0.2
"5624","S01012129",0.19
"5625","S01012130",0.23
"5626","S01012131",0.26
"5627","S01012132",0.15
"5628","S01012133",0.14
"5629","S01012134",0.12
"5630","S01012135",0.36
"5631","S01012136",0.25
"5632","S01012137",0.25
"5633","S01012138",0.07
"5634","S01012139",0.1
"5635","S01012140",0.02
"5636","S01012141",0.05
"5637","S01012142",0.03
"5638","S01012143",0.02
"5639","S01012144",0.04
"5640","S01012145",0.03
"5641","S01012146",0.25
"5642","S01012147",0.3
"5643","S01012148",0.3
"5644","S01012149",0.17
"5645","S01012150",0.35
"5646","S01012151",0.18
"5647","S01012152",0.31
"5648","S01012153",0.26
"5649","S01012154",0.29
"5650","S01012155",0.27
"5651","S01012156",0.26
"5652","S01012157",0.15
"5653","S01012158",0.06
"5654","S01012159",0.03
"5655","S01012160",0.02
"5656","S01012161",0.33
"5657","S01012162",0.16
"5658","S01012163",0.18
"5659","S01012164",0.02
"5660","S01012165",0.28
"5661","S01012166",0.18
"5662","S01012167",0.15
"5663","S01012168",0.05
"5664","S01012169",0.14
"5665","S01012170",0.15
"5666","S01012171",0.14
"5667","S01012172",0.2
"5668","S01012173",0.05
"5669","S01012174",0.02
"5670","S01012175",0.06
"5671","S01012176",0.04
"5672","S01012177",0.02
"5673","S01012178",0.02
"5674","S01012179",0.13
"5675","S01012180",0.1
"5676","S01012181",0.13
"5677","S01012182",0.05
"5678","S01012183",0.14
"5679","S01012184",0.04
"5680","S01012185",0.21
"5681","S01012186",0.14
"5682","S01012187",0.24
"5683","S01012188",0.07
"5684","S01012189",0.07
"5685","S01012190",0.01
"5686","S01012191",0.03
"5687","S01012192",0.01
"5688","S01012193",0.01
"5689","S01012194",0.03
"5690","S01012195",0.05
"5691","S01012196",0.06
"5692","S01012197",0.15
"5693","S01012198",0.09
"5694","S01012199",0.11
"5695","S01012200",0.13
"5696","S01012201",0.1
"5697","S01012202",0.05
"5698","S01012203",0.04
"5699","S01012204",0.02
"5700","S01012205",0.02
"5701","S01012206",0.04
"5702","S01012207",0.14
"5703","S01012208",0.13
"5704","S01012209",0.12
"5705","S01012210",0.14
"5706","S01012211",0.09
"5707","S01012212",0.01
"5708","S01012213",0.02
"5709","S01012214",0.03
"5710","S01012215",0.01
"5711","S01012216",0.02
"5712","S01012217",0.26
"5713","S01012218",0.31
"5714","S01012219",0.26
"5715","S01012220",0.31
"5716","S01012221",0.22
"5717","S01012222",0.15
"5718","S01012223",0.22
"5719","S01012224",0.14
"5720","S01012225",0.18
"5721","S01012226",0.08
"5722","S01012227",0.1
"5723","S01012228",0.06
"5724","S01012229",0.04
"5725","S01012230",0.01
"5726","S01012231",0.02
"5727","S01012232",0.02
"5728","S01012233",0.01
"5729","S01012234",0.05
"5730","S01012235",0.01
"5731","S01012236",0.07
"5732","S01012237",0.01
"5733","S01012238",0.12
"5734","S01012239",0.18
"5735","S01012240",0.12
"5736","S01012241",0.02
"5737","S01012242",0.03
"5738","S01012243",0.03
"5739","S01012244",0.05
"5740","S01012245",0.05
"5741","S01012246",0.05
"5742","S01012247",0.05
"5743","S01012248",0.05
"5744","S01012249",0.07
"5745","S01012250",0.02
"5746","S01012251",0.13
"5747","S01012252",0.09
"5748","S01012253",0.1
"5749","S01012254",0.05
"5750","S01012255",0.07
"5751","S01012256",0.02
"5752","S01012257",0.07
"5753","S01012258",0.01
"5754","S01012259",0.01
"5755","S01012260",0.08
"5756","S01012261",0.05
"5757","S01012262",0.06
"5758","S01012263",0.13
"5759","S01012264",0.07
"5760","S01012265",0.12
"5761","S01012266",0.09
"5762","S01012267",0.03
"5763","S01012268",0.04
"5764","S01012269",0.07
"5765","S01012270",0.09
"5766","S01012271",0.07
"5767","S01012272",0.05
"5768","S01012273",0.03
"5769","S01012274",0.08
"5770","S01012275",0.15
"5771","S01012276",0.09
"5772","S01012277",0.12
"5773","S01012278",0.15
"5774","S01012279",0.17
"5775","S01012280",0.14
"5776","S01012281",0.1
"5777","S01012282",0.06
"5778","S01012283",0.14
"5779","S01012284",0.16
"5780","S01012285",0.06
"5781","S01012286",0.11
"5782","S01012287",0.34
"5783","S01012288",0.23
"5784","S01012289",0.06
"5785","S01012290",0.1
"5786","S01012291",0.05
"5787","S01012292",0.03
"5788","S01012293",0.08
"5789","S01012294",0.11
"5790","S01012295",0.07
"5791","S01012296",0.03
"5792","S01012297",0.03
"5793","S01012298",0.09
"5794","S01012299",0.03
"5795","S01012300",0.13
"5796","S01012301",0.07
"5797","S01012302",0.1
"5798","S01012303",0.05
"5799","S01012304",0.04
"5800","S01012305",0.09
"5801","S01012306",0.13
"5802","S01012307",0.12
"5803","S01012308",0.06
"5804","S01012309",0.09
"5805","S01012310",0.06
"5806","S01012311",0.08
"5807","S01012312",0.09
"5808","S01012313",0.08
"5809","S01012314",0.13
"5810","S01012315",0.15
"5811","S01012316",0.14
"5812","S01012317",0.11
"5813","S01012318",0.13
"5814","S01012319",0.06
"5815","S01012320",0.13
"5816","S01012321",0.08
"5817","S01012322",0.06
"5818","S01012323",0.05
"5819","S01012324",0.07
"5820","S01012325",0.08
"5821","S01012326",0.19
"5822","S01012327",0.08
"5823","S01012328",0.08
"5824","S01012329",0.07
"5825","S01012330",0.08
"5826","S01012331",0.02
"5827","S01012332",0.05
"5828","S01012333",0.05
"5829","S01012334",0.09
"5830","S01012335",0.07
"5831","S01012336",0.07
"5832","S01012337",0.19
"5833","S01012338",0.12
"5834","S01012339",0.11
"5835","S01012340",0.12
"5836","S01012341",0.05
"5837","S01012342",0.06
"5838","S01012343",0.05
"5839","S01012344",0.12
"5840","S01012345",0.07
"5841","S01012346",0.04
"5842","S01012347",0.07
"5843","S01012348",0.06
"5844","S01012349",0.12
"5845","S01012350",0.16
"5846","S01012351",0.14
"5847","S01012352",0.1
"5848","S01012353",0.15
"5849","S01012354",0.11
"5850","S01012355",0.1
"5851","S01012356",0.05
"5852","S01012357",0.05
"5853","S01012358",0.06
"5854","S01012359",0.25
"5855","S01012360",0.28
"5856","S01012361",0.23
"5857","S01012362",0.25
"5858","S01012363",0.22
"5859","S01012364",0.17
"5860","S01012365",0.05
"5861","S01012366",0.14
"5862","S01012367",0.07
"5863","S01012368",0.06
"5864","S01012369",0.06
"5865","S01012370",0.15
"5866","S01012371",0.15
"5867","S01012372",0.2
"5868","S01012373",0.11
"5869","S01012374",0.09
"5870","S01012375",0.15
"5871","S01012376",0.04
"5872","S01012377",0.06
"5873","S01012378",0.03
"5874","S01012379",0.04
"5875","S01012380",0.12
"5876","S01012381",0.13
"5877","S01012382",0.06
"5878","S01012383",0.08
"5879","S01012384",0.11
"5880","S01012385",0.08
"5881","S01012386",0.24
"5882","S01012387",0.05
"5883","S01012388",0.04
"5884","S01012389",0.04
"5885","S01012390",0.03
"5886","S01012391",0.03
"5887","S01012392",0.06
"5888","S01012393",0.06
"5889","S01012394",0.11
"5890","S01012395",0.07
"5891","S01012396",0.07
"5892","S01012397",0.05
"5893","S01012398",0.07
"5894","S01012399",0.09
"5895","S01012400",0.09
"5896","S01012401",0.11
"5897","S01012402",0.04
"5898","S01012403",0.05
"5899","S01012404",0.08
"5900","S01012405",0.02
"5901","S01012406",0.04
"5902","S01012407",0.04
"5903","S01012408",0.03
"5904","S01012409",0.06
"5905","S01012410",0.04
"5906","S01012411",0.07
"5907","S01012412",0.04
"5908","S01012413",0.07
"5909","S01012414",0.08
"5910","S01012415",0.03
"5911","S01012416",0.05
"5912","S01012417",0.17
"5913","S01012418",0.1
"5914","S01012419",0.1
"5915","S01012420",0.14
"5916","S01012421",0.1
"5917","S01012422",0.09
"5918","S01012423",0.09
"5919","S01012424",0.15
"5920","S01012425",0.32
"5921","S01012426",0.28
"5922","S01012427",0.26
"5923","S01012428",0.13
"5924","S01012429",0.17
"5925","S01012430",0.13
"5926","S01012431",0.13
"5927","S01012432",0.17
"5928","S01012433",0.22
"5929","S01012434",0.19
"5930","S01012435",0.19
"5931","S01012436",0.19
"5932","S01012437",0.11
"5933","S01012438",0.13
"5934","S01012439",0.17
"5935","S01012440",0.05
"5936","S01012441",0.06
"5937","S01012442",0.09
"5938","S01012443",0.06
"5939","S01012444",0.08
"5940","S01012445",0.05
"5941","S01012446",0.2
"5942","S01012447",0.05
"5943","S01012448",0.05
"5944","S01012449",0.05
"5945","S01012450",0.08
"5946","S01012451",0.03
"5947","S01012452",0.04
"5948","S01012453",0.02
"5949","S01012454",0.02
"5950","S01012455",0.02
"5951","S01012456",0.02
"5952","S01012457",0.01
"5953","S01012458",0.06
"5954","S01012459",0.05
"5955","S01012460",0.03
"5956","S01012461",0.14
"5957","S01012462",0.2
"5958","S01012463",0.2
"5959","S01012464",0.28
"5960","S01012465",0.12
"5961","S01012466",0.07
"5962","S01012467",0.11
"5963","S01012468",0.11
"5964","S01012469",0.02
"5965","S01012470",0.16
"5966","S01012471",0.03
"5967","S01012472",0.01
"5968","S01012473",0.03
"5969","S01012474",0.15
"5970","S01012475",0.06
"5971","S01012476",0.1
"5972","S01012477",0.02
"5973","S01012478",0.11
"5974","S01012479",0.02
"5975","S01012480",0.15
"5976","S01012481",0.19
"5977","S01012482",0.1
"5978","S01012483",0.23
"5979","S01012484",0.07
"5980","S01012485",0.04
"5981","S01012486",0.06
"5982","S01012487",0.15
"5983","S01012488",0.13
"5984","S01012489",0.45
"5985","S01012490",0.3
"5986","S01012491",0.42
"5987","S01012492",0.42
"5988","S01012493",0.27
"5989","S01012494",0.09
"5990","S01012495",0.21
"5991","S01012496",0.3
"5992","S01012497",0.26
"5993","S01012498",0.34
"5994","S01012499",0.26
"5995","S01012500",0.26
"5996","S01012501",0.37
"5997","S01012502",0.41
"5998","S01012503",0.31
"5999","S01012504",0.25
"6000","S01012505",0.2
"6001","S01012506",0.1
"6002","S01012507",0.16
"6003","S01012508",0.14
"6004","S01012509",0.08
"6005","S01012510",0.04
"6006","S01012511",0.09
"6007","S01012512",0.19
"6008","S01012513",0.03
"6009","S01012514",0.03
"6010","S01012515",0.22
"6011","S01012516",0.13
"6012","S01012517",0.16
"6013","S01012518",0.07
"6014","S01012519",0.07
"6015","S01012520",0.03
"6016","S01012521",0.03
"6017","S01012522",0.04
"6018","S01012523",0.04
"6019","S01012524",0.09
"6020","S01012525",0.04
"6021","S01012526",0.03
"6022","S01012527",0.07
"6023","S01012528",0.12
"6024","S01012529",0.12
"6025","S01012530",0.04
"6026","S01012531",0.06
"6027","S01012532",0.05
"6028","S01012533",0.09
"6029","S01012534",0.15
"6030","S01012535",0.1
"6031","S01012536",0.13
"6032","S01012537",0.14
"6033","S01012538",0.14
"6034","S01012539",0.12
"6035","S01012540",0.21
"6036","S01012541",0.11
"6037","S01012542",0.12
"6038","S01012543",0.06
"6039","S01012544",0.1
"6040","S01012545",0.15
"6041","S01012546",0.1
"6042","S01012547",0.08
"6043","S01012548",0.04
"6044","S01012549",0.22
"6045","S01012550",0.14
"6046","S01012551",0.04
"6047","S01012552",0.02
"6048","S01012553",0.06
"6049","S01012554",0.03
"6050","S01012555",0.01
"6051","S01012556",0.02
"6052","S01012557",0.03
"6053","S01012558",0.19
"6054","S01012559",0.25
"6055","S01012560",0.12
"6056","S01012561",0.12
"6057","S01012562",0.2
"6058","S01012563",0.01
"6059","S01012564",0.04
"6060","S01012565",0.06
"6061","S01012566",0.14
"6062","S01012567",0.15
"6063","S01012568",0.03
"6064","S01012569",0.02
"6065","S01012570",0.07
"6066","S01012571",0.15
"6067","S01012572",0.09
"6068","S01012573",0.04
"6069","S01012574",0.07
"6070","S01012575",0.04
"6071","S01012576",0.05
"6072","S01012577",0.07
"6073","S01012578",0.08
"6074","S01012579",0.11
"6075","S01012580",0.06
"6076","S01012581",0.18
"6077","S01012582",0.07
"6078","S01012583",0.17
"6079","S01012584",0.09
"6080","S01012585",0.23
"6081","S01012586",0.1
"6082","S01012587",0.05
"6083","S01012588",0.05
"6084","S01012589",0.13
"6085","S01012590",0.21
"6086","S01012591",0.21
"6087","S01012592",0.03
"6088","S01012593",0.03
"6089","S01012594",0.08
"6090","S01012595",0.14
"6091","S01012596",0.19
"6092","S01012597",0.06
"6093","S01012598",0.03
"6094","S01012599",0.1
"6095","S01012600",0.04
"6096","S01012601",0.05
"6097","S01012602",0.25
"6098","S01012603",0.2
"6099","S01012604",0.13
"6100","S01012605",0.12
"6101","S01012606",0.02
"6102","S01012607",0.11
"6103","S01012608",0.13
"6104","S01012609",0.22
"6105","S01012610",0.29
"6106","S01012611",0.05
"6107","S01012612",0.19
"6108","S01012613",0.14
"6109","S01012614",0.12
"6110","S01012615",0.06
"6111","S01012616",0.06
"6112","S01012617",0.02
"6113","S01012618",0.12
"6114","S01012619",0.21
"6115","S01012620",0.02
"6116","S01012621",0.06
"6117","S01012622",0.09
"6118","S01012623",0.14
"6119","S01012624",0.15
"6120","S01012625",0.2
"6121","S01012626",0.05
"6122","S01012627",0.2
"6123","S01012628",0.05
"6124","S01012629",0.09
"6125","S01012630",0.18
"6126","S01012631",0.16
"6127","S01012632",0.07
"6128","S01012633",0.08
"6129","S01012634",0.13
"6130","S01012635",0.12
"6131","S01012636",0.08
"6132","S01012637",0.23
"6133","S01012638",0.14
"6134","S01012639",0.18
"6135","S01012640",0.34
"6136","S01012641",0.14
"6137","S01012642",0.28
"6138","S01012643",0.17
"6139","S01012644",0.21
"6140","S01012645",0.14
"6141","S01012646",0.06
"6142","S01012647",0.03
"6143","S01012648",0.24
"6144","S01012649",0.14
"6145","S01012650",0.07
"6146","S01012651",0.31
"6147","S01012652",0.04
"6148","S01012653",0.2
"6149","S01012654",0.08
"6150","S01012655",0.19
"6151","S01012656",0.2
"6152","S01012657",0.21
"6153","S01012658",0.05
"6154","S01012659",0.03
"6155","S01012660",0.18
"6156","S01012661",0.07
"6157","S01012662",0.19
"6158","S01012663",0.08
"6159","S01012664",0.12
"6160","S01012665",0.26
"6161","S01012666",0.29
"6162","S01012667",0.34
"6163","S01012668",0.27
"6164","S01012669",0.03
"6165","S01012670",0.03
"6166","S01012671",0.17
"6167","S01012672",0.27
"6168","S01012673",0.28
"6169","S01012674",0.32
"6170","S01012675",0.32
"6171","S01012676",0.15
"6172","S01012677",0.19
"6173","S01012678",0.04
"6174","S01012679",0.15
"6175","S01012680",0.03
"6176","S01012681",0.07
"6177","S01012682",0.09
"6178","S01012683",0.23
"6179","S01012684",0.06
"6180","S01012685",0.14
"6181","S01012686",0.04
"6182","S01012687",0.01
"6183","S01012688",0.12
"6184","S01012689",0.05
"6185","S01012690",0.03
"6186","S01012691",0.03
"6187","S01012692",0.11
"6188","S01012693",0.02
"6189","S01012694",0.1
"6190","S01012695",0.07
"6191","S01012696",0.03
"6192","S01012697",0.02
"6193","S01012698",0.04
"6194","S01012699",0.09
"6195","S01012700",0.06
"6196","S01012701",0.01
"6197","S01012702",0.06
"6198","S01012703",0.07
"6199","S01012704",0.2
"6200","S01012705",0.02
"6201","S01012706",0.17
"6202","S01012707",0.01
"6203","S01012708",0.2
"6204","S01012709",0.18
"6205","S01012710",0.21
"6206","S01012711",0.27
"6207","S01012712",0.04
"6208","S01012713",0.05
"6209","S01012714",0.03
"6210","S01012715",0.21
"6211","S01012716",0.03
"6212","S01012717",0.2
"6213","S01012718",0.11
"6214","S01012719",0.12
"6215","S01012720",0.12
"6216","S01012721",0.1
"6217","S01012722",0.25
"6218","S01012723",0.28
"6219","S01012724",0.16
"6220","S01012725",0.14
"6221","S01012726",0.12
"6222","S01012727",0.33
"6223","S01012728",0.4
"6224","S01012729",0.12
"6225","S01012730",0.23
"6226","S01012731",0.2
"6227","S01012732",0.16
"6228","S01012733",0.03
"6229","S01012734",0.02
"6230","S01012735",0.13
"6231","S01012736",0.11
"6232","S01012737",0.1
"6233","S01012738",0.21
"6234","S01012739",0.01
"6235","S01012740",0.04
"6236","S01012741",0.02
"6237","S01012742",0.03
"6238","S01012743",0.02
"6239","S01012744",0.03
"6240","S01012745",0.03
"6241","S01012746",0.07
"6242","S01012747",0.13
"6243","S01012748",0.36
"6244","S01012749",0.27
"6245","S01012750",0.26
"6246","S01012751",0.2
"6247","S01012752",0.18
"6248","S01012753",0.21
"6249","S01012754",0.23
"6250","S01012755",0.3
"6251","S01012756",0.19
"6252","S01012757",0.18
"6253","S01012758",0.17
"6254","S01012759",0.25
"6255","S01012760",0.27
"6256","S01012761",0.16
"6257","S01012762",0.12
"6258","S01012763",0.17
"6259","S01012764",0.21
"6260","S01012765",0.16
"6261","S01012766",0.19
"6262","S01012767",0.03
"6263","S01012768",0.03
"6264","S01012769",0.06
"6265","S01012770",0.13
"6266","S01012771",0.18
"6267","S01012772",0.24
"6268","S01012773",0.18
"6269","S01012774",0.16
"6270","S01012775",0.14
"6271","S01012776",0.22
"6272","S01012777",0.07
"6273","S01012778",0.24
"6274","S01012779",0.24
"6275","S01012780",0.35
"6276","S01012781",0.12
"6277","S01012782",0.3
"6278","S01012783",0.29
"6279","S01012784",0.23
"6280","S01012785",0.31
"6281","S01012786",0.41
"6282","S01012787",0.11
"6283","S01012788",0.26
"6284","S01012789",0.14
"6285","S01012790",0.05
"6286","S01012791",0.06
"6287","S01012792",0.15
"6288","S01012793",0.24
"6289","S01012794",0.13
"6290","S01012795",0.29
"6291","S01012796",0.19
"6292","S01012797",0.25
"6293","S01012798",0.05
"6294","S01012799",0.04
"6295","S01012800",0.04
"6296","S01012801",0.05
"6297","S01012802",0.01
"6298","S01012803",0.02
"6299","S01012804",0.16
"6300","S01012805",0.14
"6301","S01012806",0.11
"6302","S01012807",0.01
"6303","S01012808",0.06
"6304","S01012809",0.07
"6305","S01012810",0.21
"6306","S01012811",0.06
"6307","S01012812",0.07
"6308","S01012813",0.04
"6309","S01012814",0.05
"6310","S01012815",0.03
"6311","S01012816",0.13
"6312","S01012817",0.05
"6313","S01012818",0.05
"6314","S01012819",0.31
"6315","S01012820",0.03
"6316","S01012821",0.05
"6317","S01012822",0.27
"6318","S01012823",0.05
"6319","S01012824",0.13
"6320","S01012825",0.25
"6321","S01012826",0.39
"6322","S01012827",0.07
"6323","S01012828",0.03
"6324","S01012829",0.34
"6325","S01012830",0.19
"6326","S01012831",0.24
"6327","S01012832",0.22
"6328","S01012833",0.24
"6329","S01012834",0.19
"6330","S01012835",0.19
"6331","S01012836",0.06
"6332","S01012837",0.33
"6333","S01012838",0.4
"6334","S01012839",0.05
"6335","S01012840",0.03
"6336","S01012841",0.03
"6337","S01012842",0.03
"6338","S01012843",0.02
"6339","S01012844",0.03
"6340","S01012845",0.1
"6341","S01012846",0.29
"6342","S01012847",0.14
"6343","S01012848",0.07
"6344","S01012849",0.2
"6345","S01012850",0.16
"6346","S01012851",0.1
"6347","S01012852",0.03
"6348","S01012853",0.06
"6349","S01012854",0.03
"6350","S01012855",0.05
"6351","S01012856",0.21
"6352","S01012857",0.23
"6353","S01012858",0.27
"6354","S01012859",0.13
"6355","S01012860",0.11
"6356","S01012861",0.07
"6357","S01012862",0.31
"6358","S01012863",0.3
"6359","S01012864",0.29
"6360","S01012865",0.16
"6361","S01012866",0.17
"6362","S01012867",0.29
"6363","S01012868",0.21
"6364","S01012869",0.34
"6365","S01012870",0.11
"6366","S01012871",0.1
"6367","S01012872",0.13
"6368","S01012873",0.1
"6369","S01012874",0.26
"6370","S01012875",0.22
"6371","S01012876",0.24
"6372","S01012877",0.21
"6373","S01012878",0.02
"6374","S01012879",0.04
"6375","S01012880",0.04
"6376","S01012881",0.05
"6377","S01012882",0.25
"6378","S01012883",0.36
"6379","S01012884",0.19
"6380","S01012885",0.34
"6381","S01012886",0.03
"6382","S01012887",0.05
"6383","S01012888",0.03
"6384","S01012889",0.07
"6385","S01012890",0.25
"6386","S01012891",0.19
"6387","S01012892",0.26
"6388","S01012893",0.28
"6389","S01012894",0.04
"6390","S01012895",0.03
"6391","S01012896",0.22
"6392","S01012897",0.04
"6393","S01012898",0.03
"6394","S01012899",0.23
"6395","S01012900",0.13
"6396","S01012901",0.1
"6397","S01012902",0.11
"6398","S01012903",0.13
"6399","S01012904",0.13
"6400","S01012905",0.17
"6401","S01012906",0.1
"6402","S01012907",0.14
"6403","S01012908",0.13
"6404","S01012909",0.16
"6405","S01012910",0.21
"6406","S01012911",0.09
"6407","S01012912",0.16
"6408","S01012913",0.11
"6409","S01012914",0.1
"6410","S01012915",0.09
"6411","S01012916",0.09
"6412","S01012917",0.02
"6413","S01012918",0.09
"6414","S01012919",0.08
"6415","S01012920",0.03
"6416","S01012921",0.15
"6417","S01012922",0.07
"6418","S01012923",0.07
"6419","S01012924",0.12
"6420","S01012925",0.05
"6421","S01012926",0.09
"6422","S01012927",0.08
"6423","S01012928",0.05
"6424","S01012929",0.05
"6425","S01012930",0.17
"6426","S01012931",0.12
"6427","S01012932",0.07
"6428","S01012933",0.1
"6429","S01012934",0.16
"6430","S01012935",0.09
"6431","S01012936",0.09
"6432","S01012937",0.1
"6433","S01012938",0.04
"6434","S01012939",0.02
"6435","S01012940",0.02
"6436","S01012941",0.01
"6437","S01012942",0.15
"6438","S01012943",0.06
"6439","S01012944",0.03
"6440","S01012945",0.04
"6441","S01012946",0.01
"6442","S01012947",0.01
"6443","S01012948",0.01
"6444","S01012949",0.02
"6445","S01012950",0.02
"6446","S01012951",0.01
"6447","S01012952",0.02
"6448","S01012953",0.04
"6449","S01012954",0.02
"6450","S01012955",0.03
"6451","S01012956",0.15
"6452","S01012957",0.14
"6453","S01012958",0.1
"6454","S01012959",0.07
"6455","S01012960",0.1
"6456","S01012961",0.02
"6457","S01012962",0.03
"6458","S01012963",0.03
"6459","S01012964",0.01
"6460","S01012965",0.11
"6461","S01012966",0.05
"6462","S01012967",0.16
"6463","S01012968",0.15
"6464","S01012969",0.2
"6465","S01012970",0.11
"6466","S01012971",0.21
"6467","S01012972",0.2
"6468","S01012973",0.09
"6469","S01012974",0.2
"6470","S01012975",0.18
"6471","S01012976",0.17
"6472","S01012977",0.16
"6473","S01012978",0.18
"6474","S01012979",0.1
"6475","S01012980",0.17
"6476","S01012981",0.12
"6477","S01012982",0.12
"6478","S01012983",0.04
"6479","S01012984",0.1
"6480","S01012985",0.08
"6481","S01012986",0.1
"6482","S01012987",0.15
"6483","S01012988",0.13
"6484","S01012989",0.11
"6485","S01012990",0.16
"6486","S01012991",0.14
"6487","S01012992",0.13
"6488","S01012993",0.15
"6489","S01012994",0.16
"6490","S01012995",0.08
"6491","S01012996",0.12
"6492","S01012997",0.11
"6493","S01012998",0.12
"6494","S01012999",0.13
"6495","S01013000",0.16
"6496","S01013001",0.02
"6497","S01013002",0.04
"6498","S01013003",0.01
"6499","S01013004",0.06
"6500","S01013005",0.02
"6501","S01013006",0.03
"6502","S01013007",0.03
"6503","S01013008",0.05
"6504","S01013009",0.1
"6505","S01013010",0.02
"6506","S01013011",0.04
"6507","S01013012",0.07
"6508","S01013013",0.04
"6509","S01013014",0.06
"6510","S01013015",0.02
"6511","S01013016",0.04
"6512","S01013017",0.07
"6513","S01013018",0.04
"6514","S01013019",0.02
"6515","S01013020",0.11
"6516","S01013021",0.12
"6517","S01013022",0.11
"6518","S01013023",0.01
"6519","S01013024",0.03
"6520","S01013025",0.03
"6521","S01013026",0.14
"6522","S01013027",0.24
